time,x,y,z,vel_x,vel_y,vel_z,lat,lon,alt,track_id,uav_name,uav_category
2020-08-02 14:20:26.805,289.06660999156566,286.653097955286,50.18700659099366,3.167322427017667e-05,3.1517959900034895e-05,0.699992999367126,43.945155,-78.8968509,50.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:27.804,289.06664166510666,286.6531294735611,50.88700659029078,3.167322427017667e-05,3.1517959900034895e-05,0.699992999367126,43.945155,-78.8968509,50.9,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:28.806,289.0827847469634,286.6309933063211,52.787006859223666,0.016142920427535352,-0.022135945880519214,1.8999812691201938,43.9451548,-78.8968507,52.8,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:29.804,289.0507634408661,286.6199707420196,54.787008809469455,-0.032020985887447145,-0.011022454076986156,1.9999819504262846,43.9451547,-78.8968511,54.8,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:30.805,289.0026664155046,286.64226310676264,56.387009984659215,-0.04809654439602746,0.022292141821647956,1.5999851753380068,43.9451549,-78.8968517,56.4,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:31.820,289.0027363739804,286.69789123897726,57.98700747842385,6.995777618487074e-05,0.055627575938862535,1.5999814939496932,43.9451554,-78.8968517,58.0,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:32.804,289.02688200506725,286.74240022010935,59.38700438618457,0.024145389632970738,0.04450853604672221,1.399982907931644,43.9451558,-78.8968514,59.4,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:33.807,289.0430110370855,286.7313617618524,60.9870041566579,0.016128870729520167,-0.011038347873483522,1.5999837706356252,43.9451557,-78.8968512,61.0,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:34.807,289.0592003525475,286.68704816165615,63.88700542721638,0.016189153570507236,-0.04431315706466233,2.899972270835768,43.9451553,-78.896851,63.9,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:35.807,289.0352537663455,286.642737272039,66.88700851051387,-0.02394634673857643,-0.04431044651265736,2.99997308356665,43.9451549,-78.8968513,66.9,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:36.807,289.01130521955713,286.642871297983,69.8870095948572,-0.02394830730527385,0.00013402460371835152,2.999971084632492,43.9451549,-78.8968516,69.9,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:37.807,289.01143447541403,286.687446848519,72.7870075869072,0.00012925456435917607,0.04457510478497606,2.899968992360066,43.9451553,-78.8968516,72.8,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:38.806,289.0356520682217,286.7431392418865,75.78700398978809,0.024217350634138563,0.05569183644914348,2.9999664032168636,43.9451558,-78.8968513,75.8,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:39.807,289.0598701679678,286.7877204326343,78.7870008916553,0.024217857567546203,0.044580744940299726,2.999966902198184,43.9451562,-78.896851,78.8,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:40.808,289.0680290041847,286.79896268194636,81.68700002223356,0.008158754629375079,0.011242136890721371,2.899970130876957,43.9451563,-78.8968509,81.7,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:41.808,289.0761833248989,286.8102004362016,84.48699915274334,0.008154239171805919,0.0112376418788434,2.799971130798467,43.9451564,-78.8968508,84.5,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:42.808,289.06828594866204,286.82144200472334,87.38699900984739,-0.007897297263910608,0.01124145610715047,2.899970857395475,43.9451565,-78.8968509,87.4,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:43.807,289.04433281688915,286.8215716082958,90.28700009251787,-0.023952892243962277,0.00012960227645216995,2.8999720829496556,43.9451565,-78.8968512,90.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:44.809,289.03642330044175,286.799465838331,92.88700145277748,-0.007909437353024814,-0.022105548909320857,2.599975360506006,43.9451563,-78.8968513,92.9,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:45.808,289.0284806548954,286.8106623649811,94.7870013113297,-0.007942566120675072,0.011196414685963312,1.899980858743633,43.9451564,-78.8968514,94.8,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:46.810,289.0205163535617,286.7996138024453,96.18700217197208,-0.007964221691526236,-0.011048452051270493,1.3999868607737713,43.9451563,-78.8968515,96.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:47.810,289.0285942436171,286.7996637061513,97.28700180612569,0.00807780927731094,4.9903206953274016e-05,1.099988634267262,43.9451563,-78.8968514,97.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:48.811,289.0206042483644,286.75525424317544,98.08700417020586,-0.007989915353518097,-0.04440901888567493,0.79999436413653,43.9451559,-78.8968515,98.1,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:49.811,289.01260116253303,286.6997199677882,98.58700703219243,-0.008003005801318198,-0.05553372005003049,0.49999786200795293,43.9451554,-78.8968516,98.6,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:50.811,288.9805141755853,286.6330733436415,99.0870114871226,-0.03208666608105702,-0.06664595768712232,0.49999945493561404,43.9451548,-78.896852,99.1,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:51.811,288.9564452962681,286.5886406391376,99.38701457747577,-0.024068638630826266,-0.04443226018128855,0.30000009035226877,43.9451544,-78.8968523,99.4,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:52.812,288.9484266977435,286.5775380016453,99.5870154397278,-0.008018518339402802,-0.011102526467077966,0.19999886226340285,43.9451543,-78.8968524,99.6,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:53.829,288.9002664836231,286.58865619575454,99.78701711801055,-0.04815973252307549,0.0111180829284289,0.19999967828597717,43.9451544,-78.896853,99.8,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:54.829,287.6157389343141,287.31083878324307,99.88704252758907,-1.2845147041619767,0.7221753657348752,0.10002440933442755,43.9451609,-78.896869,99.9,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:55.830,283.5212987192574,289.5218093997506,99.8871253849644,-4.094399271063982,2.210948507022482,8.285654676695587e-05,43.9451808,-78.89692,99.9,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:56.813,279.1538704124004,292.5550066269569,99.88717905246988,-4.367384633010663,3.0331668955373456,5.366696879929147e-05,43.9452081,-78.8969744,99.9,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:57.813,275.0995201329887,296.13267302277006,99.88718951215498,-4.054309736314358,3.577630619506944,1.0459580504467464e-05,43.9452403,-78.8970249,99.9,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:58.818,271.2217878854112,299.9325796883583,99.98717742636586,-3.8776934706428055,3.7998686669015838,0.09998691434174184,43.9452745,-78.8970732,100.0,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:20:59.813,267.60899772617483,303.37693334157257,99.98716657943994,-3.612754031696023,3.4443192100221496,-1.084681744928812e-05,43.9453055,-78.8971182,100.0,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:00.814,263.9480592101106,306.51017570333124,100.0871688019817,-3.6609019070451496,3.133211029648379,0.10000122252953564,43.9453337,-78.8971638,100.1,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:01.815,260.07036513952374,309.543405200164,100.08718107596795,-3.877655294033929,3.0331991648410974,1.227386350473679e-05,43.945361,-78.8972121,100.1,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:02.804,256.0561996670639,312.60997049308344,100.18719338637568,-4.014125331206553,3.0665346275731733,0.10001131029463166,43.9453886,-78.8972621,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:03.815,252.05809002595726,315.67653397823904,100.18720106298728,-3.9980696604100188,3.0665328198273993,7.676534837043488e-06,43.9454162,-78.8973119,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:04.818,248.83070376351967,318.132007688739,100.18720535337837,-3.227353988897702,2.455449156008413,4.290348186030153e-06,43.9454383,-78.8973521,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:05.804,244.82457394145803,321.16524138635816,100.18720783717063,-4.006089761164026,3.033203365585497,2.48376742041583e-06,43.9454656,-78.897402,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:06.804,240.68999978068902,324.2651457034114,100.2872078085891,-4.134532815440851,3.099873318320061,0.09999897142875531,43.9454935,-78.8974535,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:07.817,236.59556605882887,327.36504900219865,100.28720210691903,-4.094392777932376,3.0998723000642388,-5.70161306038829e-06,43.9455214,-78.8975045,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:08.804,232.5332469140666,330.50940114308764,100.28718879673372,-4.062278521977036,3.1443206976820206,-1.3310052208956493e-05,43.9455497,-78.8975551,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:09.817,228.58332617987958,333.6093144929795,100.28716965967178,-3.9498812353746775,3.0998823510683247,-1.913687057174945e-05,43.9455776,-78.8976043,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:10.819,224.60129686348307,336.70922912216315,100.28714769877973,-3.9819894965015408,3.0998836303473687,-2.1960672435036974e-05,43.9456055,-78.8976539,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:11.805,220.54701830978874,339.8202550480763,100.28712364751166,-4.054238011314218,3.1109948159650083,-2.405102756020403e-05,43.9456335,-78.8977044,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:12.818,216.42048882913681,342.99794886914157,100.28709436065238,-4.126488215769767,3.1776620444448027,-2.9286566422271615e-05,43.9456621,-78.8977558,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:13.819,212.36621653865558,346.1534250023088,100.28705962824108,-4.054231748163755,3.155444578721425,-3.473206397306335e-05,43.9456905,-78.8978063,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:14.818,209.18702599450495,348.6755874737656,100.287026880953,-3.179158752563103,2.522137250084294,-3.274696061872442e-05,43.9457132,-78.8978459,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:15.819,205.26121115700874,351.77551556923294,100.28698368797941,-3.925775579740407,3.099897096496397,-4.3192541652826726e-05,43.9457411,-78.8978948,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:16.820,201.23103402645722,354.91988800993937,100.28693738471715,-4.030136829183229,3.1443409972964607,-4.630279923818615e-05,43.9457694,-78.897945,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:17.819,197.16874788559164,358.08648454909144,100.28688672414631,-4.062245518410396,3.166564873503332,-5.066006423460576e-05,43.9457979,-78.8979956,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:18.804,193.15463353878448,361.2641962878562,100.28682982019023,-4.014074206065101,3.177679961965122,-5.6903387044842784e-05,43.9458265,-78.8980456,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:19.804,189.188691890952,364.41968926263866,100.28676865299971,-3.9659019888126057,3.155461420168274,-6.116657885750387e-05,43.9458549,-78.898095,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:20.820,185.27092117460532,367.5085124372062,100.18670591104421,-3.917731539031276,3.0887922866446846,-0.10006174133808397,43.9458827,-78.8981438,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:21.805,181.24879088068877,370.66400857295343,100.18663834902722,-4.022090073015816,3.1554645811014166,-6.756134138090203e-05,43.9459111,-78.8981939,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:22.805,177.17046854336985,373.80839436992505,100.18656890129122,-4.078281554503378,3.1443543534280844,-6.944704152529382e-05,43.9459394,-78.8982447,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:23.821,173.08412118458227,376.98611636241435,100.1864935416701,-4.08630649572262,3.17769021558714,-7.535886753247624e-05,43.945968,-78.8982956,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:24.805,169.07003187813476,380.08606367591597,100.18641671190417,-4.014049165955857,3.0999163143384725,-7.68289976406208e-05,43.9459959,-78.8983456,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:25.822,165.8346797065012,382.54157784105325,100.1863544391822,-3.2353198184353804,2.455489610241185,-6.227209925534937e-05,43.946018,-78.8983859,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:26.822,161.76440216893906,385.59708302469966,100.18627446721896,-4.070236835193782,3.055474628900114,-7.997116351953831e-05,43.9460455,-78.8984366,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:27.823,157.62187474220053,388.7192567691747,100.1861881461954,-4.142486001878506,3.1221425230498183,-8.63201603577179e-05,43.9460736,-78.8984882,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:28.823,153.55160538597684,391.85255223902107,100.28609518593831,-4.070228653937151,3.1332641372049874,0.09990604068249544,43.9461018,-78.8985389,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:29.823,149.51344915539,394.9969561362095,100.28599665137475,-4.0381158494283556,3.144372453463919,-9.85335782268977e-05,43.9461301,-78.8985892,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:30.823,145.56360339871313,398.0969130178919,100.18589477857532,-3.9498062586142786,3.0999258824235496,-0.10010087179070992,43.946158,-78.8986384,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:31.824,141.56559723399477,401.2302176289046,100.28578791923977,-3.997966185056511,3.1332732782799213,0.09989214174303133,43.9461862,-78.8986882,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:32.808,137.46322735166615,404.4301840136651,100.28567502890053,-4.102328859040026,3.1999343854166464,-0.0001128892103463438,43.946215,-78.8987393,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:33.808,133.41705544988645,407.6190363869291,100.18555743469764,-4.046131440465296,3.1888204850591615,-0.10011659303695475,43.9462437,-78.8987897,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:34.808,129.40300216146525,410.7745643439718,100.18543717829414,-4.0140131482897115,3.1554964020786724,-0.000120255200953427,43.9462721,-78.8988397,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:35.810,126.23190284295615,413.26343309259687,100.18533954654808,-3.1710676078330287,2.488843860186464,-9.763076975067115e-05,43.9462945,-78.8988792,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:36.826,122.25799769176842,416.341187108951,100.18521629833961,-3.9738654125335966,3.0777232391217146,-0.00012324697599767025,43.9463222,-78.8989287,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:37.809,118.16367530884885,419.49672043441296,100.18508619304623,-4.094281440105171,3.1555017704442836,-0.00013010399233983298,43.9463506,-78.8989797,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:38.810,114.06132809360645,422.6967013442626,100.1849490917377,-4.102306192180482,3.1999489103605105,-0.00013709993752535887,43.9463794,-78.8990308,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:39.826,110.0633494434812,425.83001877420605,100.18481041014783,-3.99793867073854,3.1332860970825034,-0.00013868020307203713,43.9464076,-78.8990806,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:40.828,106.08143214838671,428.96334562698195,100.2846674167447,-3.9818774763197267,3.133295519820696,0.09985600803678321,43.9464358,-78.8991302,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:41.811,102.1236012708039,432.06333468472735,100.28452227642182,-3.9577912996698106,3.099958058164822,-0.0001451388714826695,43.9464637,-78.8991795,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:42.828,98.06943770770164,435.22999246319927,100.28437009905596,-4.054123021872045,3.166626112210793,-0.00015217584410393047,43.9464922,-78.89923,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:43.830,94.03133391030983,438.3966529638616,100.28421353627468,-4.038063416757645,3.1666288343739732,-0.0001565612156730177,43.9465207,-78.8992803,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:44.813,90.02534574135854,441.5633163785735,100.28405239302927,-4.005948109470196,3.1666317483944497,-0.00016114163399060733,43.9465492,-78.8993302,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:45.813,86.87835985367116,444.0410931463882,100.28392362463504,-3.146954418143197,2.4777519902948,-0.00012876710656263692,43.9465715,-78.8993694,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:46.813,82.8964628757884,447.16331603308583,100.28375799652343,-3.981857159311162,3.1221916647809658,-0.0001656264553381469,43.9465996,-78.899419,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:47.829,78.85034592989172,450.3077631524452,100.28358757792245,-4.046076485131834,3.1444156752026178,-0.00017041689681846381,43.9466279,-78.8994694,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:48.814,74.76409268269227,453.4966574825553,100.28341034565665,-4.0862123850756005,3.1888624414856728,-0.00017723049349353102,43.9466566,-78.8995203,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:49.831,70.7741788132691,456.6522214940428,100.28323022707877,-3.989873970683455,3.1555324561629514,-0.00018011677670537804,43.946685,-78.89957,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:50.831,66.82440856635893,459.7855657344224,100.28304723921156,-3.9497307496026806,3.133312907250513,-0.00018298603735933467,43.9467132,-78.8996192,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:51.831,62.8505583050131,462.91891211664546,100.2828605029965,-3.973810523240591,3.133315049072576,-0.0001867343477127941,43.9467414,-78.8996687,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:52.817,58.788404564960565,466.0744827029713,100.28266894016318,-4.0621131189213475,3.155539030935527,-0.00019156091771304587,43.9467698,-78.8997193,100.3,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:53.815,54.702169926265796,469.2522708155615,100.18247179716852,-4.086193776757002,3.177756335026828,-0.10019614103324898,43.9467984,-78.8997702,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:54.804,50.69621951475479,472.3856242161431,100.18227311489261,-4.005910352407485,3.133322067360981,-0.00019868028910502214,43.9468266,-78.8998201,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:55.804,46.706328771363594,475.50786887195943,100.18207109156609,-3.989850844882744,3.122213433681966,-0.0002020213063096858,43.9468547,-78.8998698,100.2,0,Yuneec_H480_Hexacopter,LSS
2020-08-02 14:21:56.817,43.511206615184854,478.17455800425205,100.1818939146942,-3.1950902052766876,2.6666624656679607,-0.00017717510013578474,43.9468787,-78.8999096,100.2,0,Yuneec_H480_Hexacopter,LSS
