time,x,y,z,vel_x,vel_y,vel_z,bearing,bearing_vel,elevation,track_id,uav_category
1970-01-01 00:00:00,1167.1733787526027,2515.907572674292,2462.275150551608,26.67518569258027,42.64530497278975,8.13145207432035,0.7567650115437052,-0.0003370163918216,0.0838952653383698,0,Fixed-Wing
1970-01-01 00:00:01,1170.4682399463127,2554.8323074311265,2490.0489718894432,22.412914472971963,42.11035883143892,10.969628175375714,0.7559349814644687,-0.0004284516029633074,0.08474900654008981,0,Fixed-Wing
1970-01-01 00:00:02,1166.7785431625562,2600.319322225645,2505.578910838527,17.52412451804649,41.9754615817573,11.59503767817447,0.754780051069807,-0.0005442922953151209,0.08518655476893486,0,Fixed-Wing
1970-01-01 00:00:03,1224.7076438659278,2586.1255459757595,2525.922980229154,20.239969041431323,33.65128748007555,12.79520796699262,0.7565478299741626,-0.0002849441885619,0.0857893217427339,0,Fixed-Wing
1970-01-01 00:00:04,1188.3722500042277,2637.81658243703,2588.1345410211084,11.831156727182902,34.45371463822468,19.284838388527376,0.754442886035827,-0.0005097065910058616,0.08785074173013264,0,Fixed-Wing
1970-01-01 00:00:05,1152.0368561425312,2689.5076188983003,2650.346101813063,3.422344412934482,35.256141796373804,25.774468810062135,0.7523379420974914,-0.0007344689934498231,0.08991216171753139,0,Fixed-Wing
1970-01-01 00:00:06,1115.7101671948476,2741.0227232474936,2712.1161055251414,-4.9585126592293225,36.03828151995402,32.19388534374811,0.75023729557573,-0.0009580886171503428,0.09195904133559417,0,Fixed-Wing
1970-01-01 00:00:07,1080.8255821802923,2763.3919462817903,2700.735334817442,-8.70815057359579,33.45949325179209,26.98128303944766,0.7488485827194952,-0.0009923892289198711,0.09159708339731082,0,Fixed-Wing
1970-01-01 00:00:08,1045.940997165737,2785.761169316087,2689.3545641097426,-12.457788487962256,30.880704983630167,21.76868073514721,0.7474598698632603,-0.0010266898406893993,0.09123512545902747,0,Fixed-Wing
1970-01-01 00:00:09,1011.0564121511816,2808.1303923503838,2677.9737934020436,-16.20742640232872,28.301916715468238,16.55607843084676,0.7460711570070254,-0.0010609904524589275,0.09087316752074412,0,Fixed-Wing
1970-01-01 00:00:10,976.1718271366262,2830.499615384684,2666.593022694344,-19.957064316695188,25.723128447306316,11.343476126546314,0.7446824441507905,-0.0010952910642284556,0.09051120958246077,0,Fixed-Wing
1970-01-01 00:00:11,941.2872421220709,2852.868838418981,2655.212251986645,-23.70670223106166,23.14434017914439,6.130873822245867,0.7432937312945557,-0.0011295916759979838,0.09014925164417742,0,Fixed-Wing
1970-01-01 00:00:12,906.4026571075119,2875.2380614532776,2643.831481278946,-27.456340145428126,20.565551910982464,0.9182715179454171,0.7419050184383208,-0.001163892287767512,0.08978729370589407,0,Fixed-Wing
1970-01-01 00:00:13,870.2298148113332,2898.626974809067,2632.474903086669,-31.334005356499855,18.112750134516936,-4.237990046915505,0.7404604161615854,-0.0012043593729019674,0.08942646933571693,0,Fixed-Wing
1970-01-01 00:00:14,729.4801349106783,3004.5094508333823,2621.81534754977,-45.544187340502575,25.874501106138336,-4.946768059751616,0.734485176132145,-0.0017436458490978682,0.08911528230908904,0,Fixed-Wing
1970-01-01 00:00:15,674.9488003518381,3025.851932916794,2536.2826044490707,-47.696154568147286,24.472946683079442,-16.71707394139233,0.7326145090659141,-0.0017686769127985048,0.08627753004438046,0,Fixed-Wing
1970-01-01 00:00:16,620.4174657930016,3047.1944150002055,2450.7498613483717,-49.84812179579199,23.07139226002055,-28.487379823033034,0.7307438419996832,-0.0017937079764991414,0.08343977777967189,0,Fixed-Wing
1970-01-01 00:00:17,566.3049775168329,3067.980921281898,2365.263431307588,-51.930550402672566,21.60394287862632,-40.18759635562584,0.7288964225650403,-0.0018154629632755569,0.08060374289588743,0,Fixed-Wing
