time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,lat,lon,alt,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type,x,y,z,vel_x,vel_y,vel_z,track_id,uav_category
1970-01-01 00:00:00.000000000,4377,1539875887156887528,base_link,0,1,40.5914094,-79.8957657,377.266058336,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1,464.39772667172963,124.48221017663383,377.2479590248866,-16.76553476964229,4.719518824575154,-0.8992638858618421,0,Fixed-Wing
1970-01-01 00:00:00.403625120,4379,1539875887560525640,base_link,0,1,40.5914264,-79.8958449,376.905969879,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1,457.69270311684136,126.36968262062734,376.88831731827776,-16.76553476964229,4.719518824575154,-0.8992638858618421,0,Fixed-Wing
1970-01-01 00:00:00.810215744,4381,1539875887967007464,base_link,0,1,40.5914496,-79.8959202,377.025882829,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1,451.3178403750314,128.94571665936428,377.00863218661664,-15.939986202075813,6.441228414885981,0.30084057004838455,0,Fixed-Wing
1970-01-01 00:00:01.186890176,4383,1539875888343610888,base_link,0,1,40.5914774,-79.8959904,376.765799091,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1,445.374678125323,132.03261612506418,376.7489022962784,-14.860543370719288,7.718618719072388,-0.6494400014458448,0,Fixed-Wing
1970-01-01 00:00:01.587921440,4385,1539875888744684200,base_link,0,1,40.5915116,-79.8960538,376.185719654,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1,440.00712807091054,135.83028379898343,376.16911491904807,-13.421257409221257,9.495854699007198,-1.4497257693998984,0,Fixed-Wing
1970-01-01 00:00:02.010445568,4387,1539875889167284904,base_link,0,1,40.5915508,-79.8961109,375.245644594,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1,435.1728691723896,140.18324073762878,375.2292766199172,-12.0877928295296,10.884324314179139,-2.3500128751125415,0,Fixed-Wing
1970-01-01 00:00:02.419053792,4389,1539875889575846312,base_link,0,1,40.5915923,-79.8961642,373.835572484,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1,430.6602687596284,144.79162831021483,373.81940714889834,-11.28350385383699,11.523014266497437,-3.5252994181938573,0,Fixed-Wing
1970-01-01 00:00:02.810767424,4391,1539875889967498568,base_link,0,1,40.5916346,-79.8962152,371.895502415,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1,426.3423471414584,149.48885730522954,371.87951811370334,-10.796720463307318,11.745157252949177,-4.850583566570553,0,Fixed-Wing
1970-01-01 00:00:03.203802784,4393,1539875890360488040,base_link,0,1,40.5916776,-79.8962654,369.41543289,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1,422.092119232018,154.26381344847442,369.3996168788149,-10.627456147067134,11.939509621069938,-6.200853738759671,0,Fixed-Wing
1970-01-01 00:00:03.603141344,4395,1539875890760013256,base_link,0,1,40.5917214,-79.8963166,366.625362024,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1,417.7572177459124,159.12759777499707,366.6097112081641,-10.839177669300286,12.16161950376854,-6.9760024170561605,0,Fixed-Wing
