time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,lat,lon,alt,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type,x,y,z,vel_x,vel_y,vel_z,track_id,uav_category
1970-01-01 00:00:00.000000000,2590,1536693177338329880,base_link,0,1,40.5915103,-79.8993959,363.552301023,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,145.74599116061648,140.71586194681134,363.54908228072634,-19.13359640382493,2.3596218663242334,-0.024867979358093033,0,Fixed-Wing
1970-01-01 00:00:00.355281984,2592,1536693177694155832,base_link,0,1,40.5915188,-79.8994863,363.542205259,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,138.092954404611,141.65966114128184,363.53913561121067,-19.13359640382493,2.3596218663242334,-0.024867979358093033,0,Fixed-Wing
1970-01-01 00:00:00.793995360,2594,1536693178132633624,base_link,0,1,40.5915333,-79.8995725,363.272111294,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,130.795463126566,143.26978276008964,363.2691591902966,-18.24468604112963,4.025515386577284,-0.6749764885508407,0,Fixed-Wing
1970-01-01 00:00:01.272013792,2596,1536693178611111224,base_link,0,1,40.5915565,-79.8996535,363.082019028,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,123.93817873381947,145.84607603576046,363.0791451276456,-17.144111047696345,6.441071345422688,-0.47506009728264864,0,Fixed-Wing
1970-01-01 00:00:01.637956608,2598,1536693178977092824,base_link,0,1,40.5915872,-79.8997289,363.001929369,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,117.55496866474654,149.25527818375588,362.9990970741701,-15.95886301299051,8.523452851263231,-0.20013064054732804,0,Fixed-Wing
1970-01-01 00:00:02.024206720,2600,1536693179362749208,base_link,0,1,40.5916232,-79.8997987,362.871843234,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,111.6458349251983,153.25306910256893,362.869021922397,-14.773609963393675,9.99500203463945,-0.3252049526927631,0,Fixed-Wing
1970-01-01 00:00:02.392701472,2602,1536693179731595480,base_link,0,1,40.5916633,-79.8998628,362.881761227,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,106.21924902862638,157.70618954899032,362.8789236454354,-13.567177018223262,11.133385618798473,0.024755607265408028,0,Fixed-Wing
1970-01-01 00:00:02.795024448,2604,1536693180133754552,base_link,0,1,40.5917058,-79.8999222,363.161683034,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,101.19055833612629,162.42585193339224,363.15880836517675,-12.572386781556263,11.79977544921587,0.6997485361515143,0,Fixed-Wing
1970-01-01 00:00:03.189194016,2606,1536693180528169816,base_link,0,1,40.5917484,-79.8999786,363.481607877,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,96.41584499858456,167.1566277270756,363.47868454222856,-11.937410057882355,11.827560431131046,0.7997324285820265,0,Fixed-Wing
1970-01-01 00:00:03.649620352,2608,1536693180988770008,base_link,0,1,40.5917902,-79.9000337,363.751534397,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,91.75119163848893,171.79856519321243,363.7485561285516,-11.662245668136647,11.60545295162202,0.6747143883130444,0,Fixed-Wing
1970-01-01 00:00:03.962335744,2610,1536693181301378552,base_link,0,1,40.5918307,-79.9000886,363.911461678,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,87.10347525702738,176.2961350624562,363.9084254540514,-11.619900998456293,11.244515010147438,0.39969429770001835,0,Fixed-Wing
1970-01-01 00:00:04.437718176,2612,1536693181771865400,base_link,0,1,40.5918699,-79.9001437,363.911389312,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,82.43883241517227,180.6493352589709,363.9082928885535,-11.662219371154768,10.883571878810404,-0.00033143114486699544,0,Fixed-Wing
1970-01-01 00:00:04.777806016,2614,1536693182116569112,base_link,0,1,40.5919081,-79.9001995,363.721316665,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,77.71493411309004,184.89147988527543,363.71815760829173,-11.810365799410052,10.605918376476108,-0.47536315722014566,0,Fixed-Wing
1970-01-01 00:00:05.184795008,2616,1536693182521597464,base_link,0,1,40.5919458,-79.9002555,363.441244039,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,72.97410963597244,189.07809825305208,363.43801786988666,-11.852683458675578,10.467095441952317,-0.7003861162837769,0,Fixed-Wing
1970-01-01 00:00:05.613954720,2618,1536693182953079416,base_link,0,1,40.5919841,-79.900311,363.111171691,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,68.27561809833651,193.3313495843365,363.10786965980185,-11.746845553481386,10.633686596757373,-0.8254138594396575,0,Fixed-Wing
1970-01-01 00:00:06.009495680,2620,1536693183348282616,base_link,0,1,40.5920235,-79.9003647,362.721100739,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,63.729512706457975,197.70676049811567,362.7177112334733,-11.365860187356171,10.939101587281277,-0.9754472768033468,0,Fixed-Wing
1970-01-01 00:00:06.428640544,2622,1536693183767547992,base_link,0,1,40.5920651,-79.9004157,362.181031644,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,59.41198262320346,202.32648590753377,362.17753853456145,-10.794391913711765,11.549919894339691,-1.3505026486687408,0,Fixed-Wing
1970-01-01 00:00:06.762063776,2624,1536693184099869848,base_link,0,1,40.5921097,-79.9004628,361.570965299,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,55.42461593789278,207.27937026525117,361.56734861045743,-9.968940082631027,12.382860994495733,-1.5255549018923995,0,Fixed-Wing
1970-01-01 00:00:07.200517216,2626,1536693184539215864,base_link,0,1,40.5921581,-79.9005039,361.000903512,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,51.94519135945934,212.6542595688652,360.99713870053654,-8.699018144536183,13.437928750294457,-1.4255996187822133,0,Fixed-Wing
1970-01-01 00:00:07.642832448,2628,1536693184981875992,base_link,0,1,40.5922097,-79.9005379,360.560847649,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,49.066831313318076,218.38452541023383,360.55691150431676,-7.196277919943967,14.326416740300452,-1.100625773402554,0,Fixed-Wing
1970-01-01 00:00:08.012149664,2630,1536693185351012984,base_link,0,1,40.5922639,-79.9005646,360.430798163,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,46.80646752366903,224.40354244299135,360.4266695495438,-5.651206162446149,15.04833261935631,-0.32562198208641313,0,Fixed-Wing
1970-01-01 00:00:08.429531552,2632,1536693185768652664,base_link,0,1,40.5923194,-79.9005841,360.530755486,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,45.155633070593595,230.56693999638316,360.5264184017744,-4.127302816086427,15.409302871880284,0.24938522330062737,0,Fixed-Wing
1970-01-01 00:00:08.822537248,2634,1536693186161579352,base_link,0,1,40.5923752,-79.9005979,360.620718502,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,43.98734115238532,236.76365632586763,360.6161620046153,-2.9208831418856382,15.49260418543092,0.22437078656864534,0,Fixed-Wing
1970-01-01 00:00:09.229004800,2636,1536693186568038808,base_link,0,1,40.5924305,-79.9006072,360.830686318,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,43.2000046873775,242.90485368631437,360.82590371312784,-1.9684445058561044,15.353799475589318,0.5243818013258806,0,Fixed-Wing
1970-01-01 00:00:09.600089280,2638,1536693186939252856,base_link,0,1,40.5924856,-79.9006142,361.080656572,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,42.60737872245089,249.02384380231354,361.0756414105621,-1.481642698558203,15.298278449616525,0.624377023379438,0,Fixed-Wing
