time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,lat,lon,alt,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type,x,y,z,vel_x,vel_y,vel_z,track_id,uav_category
1970-01-01 00:00:00.000000000,838,1539875216605474696,base_link,0,1,40.5910702,-79.8960114,369.55594935,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,454.94322253623994,91.05468353088074,369.53909656201546,-16.682757614544784,-2.917069717354821,-0.9492695416070039,0,Fixed-Wing
1970-01-01 00:00:00.400727392,840,1539875217001193544,base_link,0,1,40.5910597,-79.8960902,369.17587291,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,448.27222151788146,89.8882231947232,369.1595083533349,-16.682757614544784,-2.917069717354821,-0.9492695416070039,0,Fixed-Wing
1970-01-01 00:00:00.791581440,842,1539875217395573032,base_link,0,1,40.5910525,-79.8961684,368.755795699,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,441.6519894942929,89.08824449613789,368.73990356282957,-16.55579513443881,-2.0005769281956476,-1.0493425191568642,0,Fixed-Wing
1970-01-01 00:00:01.148198400,844,1539875217753576680,base_link,0,1,40.59105,-79.8962457,367.975717434,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,435.1078940785187,88.81021767503356,367.96027830492756,-16.36539363843152,-0.6952860678722136,-1.9496772931023572,0,Fixed-Wing
1970-01-01 00:00:01.620332640,846,1539875218224700584,base_link,0,1,40.5910539,-79.8963209,366.775638628,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,428.7415123417593,89.24293648622918,366.76062393473,-15.920969447274446,1.0821379014280186,-3.000080950993437,0,Fixed-Wing
1970-01-01 00:00:01.969511744,848,1539875218574991848,base_link,0,1,40.5910664,-79.8963927,365.235559686,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,422.6628939096675,90.63072261828248,365.22093048601545,-15.201334500597156,3.470558556078397,-3.850446512437814,0,Fixed-Wing
1970-01-01 00:00:02.397247520,850,1539875219002705416,base_link,0,1,40.591087,-79.8964601,363.435481848,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,416.9567078679596,92.91805417952264,363.42119467988533,-14.269960141714376,5.720130744284863,-4.500757253860255,0,Fixed-Wing
1970-01-01 00:00:02.826638976,852,1539875219431493768,base_link,0,1,40.5911117,-79.8965248,361.455405061,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,411.479067802008,95.660713258778,361.4414324581784,-13.698415165656227,6.8588082227285625,-4.950965108276479,0,Fixed-Wing
1970-01-01 00:00:03.196766656,854,1539875219802176424,base_link,0,1,40.5911398,-79.8965878,359.475328596,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,406.1453326934125,98.78096028344655,359.46164967843185,-13.338539411403284,7.803075530463455,-4.951016519569986,0,Fixed-Wing
1970-01-01 00:00:03.603517984,856,1539875220208691336,base_link,0,1,40.5911712,-79.8966495,357.805252088,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,400.9216600396113,102.26769253459321,357.79184808662194,-13.063296572923477,8.719577294714492,-4.175819362624012,0,Fixed-Wing
1970-01-01 00:00:03.994796032,858,1539875220600120232,base_link,0,1,40.5912064,-79.8967098,356.615175429,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,395.81652295233636,106.17643940892947,356.6020257908522,-12.766864280435723,9.774946293923234,-2.9754930197255027,0,Fixed-Wing
1970-01-01 00:00:04.392296512,860,1539875220997616616,base_link,0,1,40.5912445,-79.8967681,356.105099615,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,390.88073288864445,110.40726045407891,356.09218191649603,-12.343363318675161,10.5803854342854,-1.2750113144545352,0,Fixed-Wing
1970-01-01 00:00:04.750045632,862,1539875221355397032,base_link,0,1,40.5912837,-79.896824,356.145025817,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,386.1481540712107,114.76026199915235,356.1323189504234,-11.835175123748385,10.88593293155704,0.10037420269222615,0,Fixed-Wing
1970-01-01 00:00:05.193336512,864,1539875221798813512,base_link,0,1,40.5913228,-79.8968785,356.464953513,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,381.5341184120687,119.102172715748,356.4524441214391,-11.538723845866352,10.85819712358305,0.8005651055475426,0,Fixed-Wing
1970-01-01 00:00:05.594644224,866,1539875222199969288,base_link,0,1,40.5913603,-79.8969322,357.064882719,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,376.98783908775107,123.26641201213965,357.05256395384515,-11.369279633878802,10.413878612742154,1.5007723242972812,0,Fixed-Wing
1970-01-01 00:00:05.997723136,868,1539875222603118792,base_link,0,1,40.5913964,-79.8969853,357.784813145,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1,372.49237316609276,127.27518666735021,357.7726791930153,-11.242206099066976,10.02509454280738,1.800855367366038,0,Fixed-Wing
1970-01-01 00:00:06.390873024,870,1539875222996360552,base_link,0,1,40.5914314,-79.8970378,358.384744663,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,368.0477045738947,131.1618074951562,358.3727894277656,-11.115172759914548,9.719613747845568,1.500748322597448,0,Fixed-Wing
1970-01-01 00:00:06.802527360,872,1539875223407620008,base_link,0,1,40.591467,-79.897089,358.774677276,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,363.71307904610836,135.11506400993977,358.76288761106025,-10.839978412665813,9.886255457427993,0.9755527573551668,0,Fixed-Wing
1970-01-01 00:00:07.150135136,874,1539875223754731176,base_link,0,1,40.5915038,-79.8971381,358.964611551,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,359.5562201052797,139.20159049654396,358.9529691382555,-10.395421909973315,10.21953537015206,0.47535355435781057,0,Fixed-Wing
1970-01-01 00:00:07.618062912,876,1539875224223286440,base_link,0,1,40.5915408,-79.8971865,359.024546473,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,355.4586172188333,143.3103299283592,359.01304218623557,-10.247235095170968,10.275085231386017,0.1502299423819514,0,Fixed-Wing
1970-01-01 00:00:08.008284192,878,1539875224613710024,base_link,0,1,40.5915784,-79.8972348,358.974481262,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,351.3694752936548,147.48570093836162,358.9631078081801,-10.22607602689478,10.441716665755733,-0.12487528085213889,0,Fixed-Wing
1970-01-01 00:00:08.393669472,880,1539875224998565640,base_link,0,1,40.591616,-79.8972836,358.864415554,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1,347.2380062039355,151.66107075018073,358.8531698795077,-10.331927281391755,10.44171366935362,-0.2749314250799575,0,Fixed-Wing
1970-01-01 00:00:08.792027392,882,1539875225397390888,base_link,0,1,40.5916534,-79.8973336,358.804348717,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1,343.00495713622894,155.81422882745085,358.7932314058709,-10.585957245798896,10.386166835728556,-0.14989340051303238,0,Fixed-Wing
1970-01-01 00:00:09.190896576,884,1539875225796266760,base_link,0,1,40.5916903,-79.8973852,358.854280467,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,338.6364700187277,159.91185972386958,358.843294582241,-10.92465906135737,10.24730514216662,0.12519737809932144,0,Fixed-Wing
1970-01-01 00:00:09.598373280,886,1539875226203829960,base_link,0,1,40.5917268,-79.897438,359.144211172,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,334.16641383684765,163.9650739862076,359.13335754719566,-11.178661733146111,10.136228567843949,0.7253859089479264,0,Fixed-Wing
1970-01-01 00:00:09.987369472,888,1539875226592696296,base_link,0,1,40.5917624,-79.8974916,359.424141451,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,329.62864048020975,167.91834099608317,359.41342050898163,-11.348008014119195,9.88628170342548,0.7003780235423475,0,Fixed-Wing
1970-01-01 00:00:10.450578592,890,1539875227055682664,base_link,0,1,40.5917973,-79.8975465,359.534070707,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1,324.98081233680483,171.7938651401244,359.52348446734567,-11.6232316764904,9.691863297041658,0.2752465985886486,0,Fixed-Wing
1970-01-01 00:00:10.790914496,892,1539875227393189448,base_link,0,1,40.591833,-79.8976012,359.69399985,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1,320.3499189247403,175.75823628925608,359.68353926682227,-11.580881507836347,9.914050798830795,0.4002630815621859,0,Fixed-Wing
1970-01-01 00:00:11.189894432,894,1539875227795071176,base_link,0,1,40.5918691,-79.8976547,360.073930069,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1,315.820627346369,179.76704198098275,360.06358303792007,-11.326796886947568,10.025172158546638,0.950408806518561,0,Fixed-Wing
1970-01-01 00:00:11.590023680,896,1539875228195329960,base_link,0,1,40.591905,-79.8977081,360.03386049,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1,311.2997862348555,183.75362868749133,360.0236215029588,-11.305664062963595,9.969607192537087,-0.09993531702802516,0,Fixed-Wing
1970-01-01 00:00:11.993218976,898,1539875228598694248,base_link,0,1,40.5919416,-79.8977602,359.893791964,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,306.88899572028964,187.81795630845494,359.8836477433008,-11.03045087844136,10.16402071893549,-0.35004466321392563,0,Fixed-Wing
1970-01-01 00:00:12.405685088,900,1539875229010992264,base_link,0,1,40.5919786,-79.8978113,359.98372431,0.435600034618,0.0,0.0,0.0,0.435600034618,0.0,0.0,0.0,1.74240013847,1,302.56287594925993,191.92671768214285,359.97366386342776,-10.818707320380193,10.275140103352335,0.2251112103486627,0,Fixed-Wing
1970-01-01 00:00:12.805462944,902,1539875229410954536,base_link,0,1,40.5920152,-79.8978618,360.073657451,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,298.28755656743755,195.99106281501597,360.06367419080664,-10.691666329449738,10.164064512504225,0.22509672391522645,0,Fixed-Wing
1970-01-01 00:00:13.190765888,904,1539875229791915048,base_link,0,1,40.5920507,-79.8979122,360.333591167,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,294.02072002627597,199.9332586683337,360.3236830843132,-10.67045254545577,9.85859509074794,0.6502270552887945,0,Fixed-Wing
1970-01-01 00:00:13.634869216,906,1539875230239966568,base_link,0,1,40.592086,-79.8979632,360.513524368,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,289.70309096913513,203.85324230617766,360.503689187255,-10.797473847113928,9.803047054432035,0.4501570568274797,0,Fixed-Wing
1970-01-01 00:00:13.997794464,908,1539875230603343080,base_link,0,1,40.5921212,-79.8980143,360.523457523,0.409599981689,0.0,0.0,0.0,0.409599981689,0.0,0.0,0.0,1.63839992676,1,285.3769933934914,207.76211758343806,360.51369064990797,-10.81865181443094,9.775267402382731,0.025011535265987365,0,Fixed-Wing
