time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,lat,lon,alt,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type,x,y,z,vel_x,vel_y,vel_z,track_id,uav_category
1970-01-01 00:00:00.000000000,1777,1536691595357970712,base_link,0,1,40.5914722,-79.8972535,377.184506638,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,329.39394097034943,141.71038282150153,377.1744354989269,-15.519553268990313,7.914720230967379,-0.32472252601028895,0,Fixed-Wing
1970-01-01 00:00:00.400332576,1779,1536691595760045080,base_link,0,1,40.5915007,-79.8973268,377.05441964,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,323.18840103708385,144.87510745001453,377.04459422273413,-15.519553268990313,7.914720230967379,-0.32472252601028895,0,Fixed-Wing
1970-01-01 00:00:00.813211520,1781,1536691596173118136,base_link,0,1,40.5915332,-79.8973967,376.824334464,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,317.27067806014753,148.48405743863367,376.81472252655936,-14.799746349124097,9.025691913326009,-0.574890512700339,0,Fixed-Wing
1970-01-01 00:00:01.188114208,1783,1536691596548084568,base_link,0,1,40.5915696,-79.8974629,376.35425146,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,311.6661637762776,152.52612433808724,376.3448198294202,-14.016436750180556,10.108882262865535,-1.1751886246674697,0,Fixed-Wing
1970-01-01 00:00:01.576790688,1785,1536691596936597080,base_link,0,1,40.5916083,-79.8975258,375.54417089,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,306.34099879201244,156.82361891328577,375.53489239796966,-13.31780675464519,10.747686212679477,-2.0255629730189506,0,Fixed-Wing
1970-01-01 00:00:02.017759968,1787,1536691597376036376,base_link,0,1,40.5916485,-79.8975858,374.304092679,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,301.26132035618645,161.2876940905008,374.2949441909993,-12.703864759864242,11.164290819913875,-3.10101013865191,0,Fixed-Wing
1970-01-01 00:00:02.388072608,1789,1536691597747860632,base_link,0,1,40.5916895,-79.897644,372.544015995,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,296.3340052656715,165.84060555089945,372.5349809566741,-12.322816361300086,11.386463176213912,-4.40152564648808,0,Fixed-Wing
1970-01-01 00:00:02.764718016,1791,1536691598123995992,base_link,0,1,40.5917314,-79.8977016,370.353939569,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,291.4574696447294,170.49345549040817,370.34500592717205,-12.195821016578966,11.636401226222418,-5.476950353009787,0,Fixed-Wing
1970-01-01 00:00:03.159224992,1793,1536691598519103768,base_link,0,1,40.591774,-79.8977598,367.823862257,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,286.53013100447373,175.2240308509839,367.8150230247852,-12.32287525729616,11.830786215373468,-6.32728253229774,0,Fixed-Wing
1970-01-01 00:00:03.657407744,1795,1536691599017065720,base_link,0,1,40.5918172,-79.8978189,364.933783795,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,281.5265929023935,180.0212241199203,364.9250331277557,-12.51344394585074,11.997392213979664,-7.227630896928427,0,Fixed-Wing
1970-01-01 00:00:03.986097568,1797,1536691599345715928,base_link,0,1,40.5918616,-79.8978796,361.843703219,0.448900022364,0.0,0.0,0.0,0.448900022364,0.0,0.0,0.0,1.79560008945,1,276.38760124720756,184.9516684029588,361.83503557146787,-12.852202322318249,12.330642218611581,-7.727833869666633,0,Fixed-Wing
