lat,lon,alt,ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),time,satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid,uav_category,x,y,z,vel_x,vel_y,vel_z,track_id
51.519277,5.857746,39.6,0.0,6.66,9.39,39.7,39.7,6.66,9.39,36013,2020-09-29 13:55:54.620,2020-09-29 15:55:54.621,12,0,0,15.745,51.519331,5.85785,-3.9,-5.4,0.1,-24.3,5.2,-125.4,0,1,0,97,97,-11768,5490,15745,2961.5,35,WP,1,0,0,0,0,0,0,1601387754620,3990,3983,4017,4006,0,0,23,,,,,,,0,0,0,243.0,52.0,-1254.0,0.0,0.0,-1213.0,14,396.0,66.62,93.9,-39.0,-54.0,1.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,1270.0943108975216,936.179128195361,39.40505851692677,-6.107631561167656,-4.674831834048382,-0.09811337040025009,0
51.519235,5.857658,39.5,0.0,8.24,17.07,39.7,39.7,8.24,17.07,37002,2020-09-29 13:55:55.610,2020-09-29 15:55:55.610,11,0,0,15.774,51.519331,5.85785,-4.8,-6.7,0.0,-24.8,5.1,-125.5,0,1,0,97,97,-11768,5490,15774,2961.5,35,WP,1,0,0,0,0,0,0,1601387755609,3990,3983,4017,4006,0,0,23,,,,,,,0,0,0,248.0,51.0,-1255.0,0.0,0.0,-1218.0,14,395.0,82.42,170.69,-48.0,-67.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,1263.9872290231945,931.5047170961777,39.30695397672986,-6.107631561167656,-4.674831834048382,-0.09811337040025009,0
51.519188,5.857552,39.4,0.0,9.52,26.13,39.7,39.7,9.52,26.13,37995,2020-09-29 13:55:56.602,2020-09-29 15:55:56.603,11,0,0,15.797,51.519331,5.85785,-5.6,-7.7,0.0,-24.5,3.2,-125.2,0,1,0,97,97,-13126,5490,15797,2961.5,35,WP,1,0,0,0,0,0,0,1601387756602,3990,3983,4017,4006,0,0,23,,,,,,,0,0,0,245.0,32.0,-1252.0,0.0,0.0,-1222.0,14,394.0,95.21,261.26,-56.0,-77.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,1256.630861841039,926.2737099437038,39.20916682732434,-7.357029314793841,-5.231477985492616,-0.09779595104111306,0
51.519132,5.857432,39.2,0.0,10.72,36.45,39.7,39.7,10.72,36.45,39004,2020-09-29 13:55:57.612,2020-09-29 15:55:57.612,12,0,0,15.724,51.519331,5.85785,-6.4,-8.6,-0.1,-24.9,3.6,-125.0,0,1,0,97,97,-13012,5490,15724,2961.5,35,WP,1,0,0,0,0,0,0,1601387757611,3990,3983,4017,4006,0,0,23,,,,,,,0,0,0,249.0,36.0,-1250.0,0.0,0.0,-1225.0,14,392.0,107.21,364.48,-64.0,-86.0,-1.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,1248.3029403726011,920.0411304543322,39.01170137832628,-8.328671048832202,-6.233140472014055,-0.19748322248808334,0
51.519074,5.857304,39.2,0.0,11.55,47.51,39.7,39.7,11.55,47.51,40008,2020-09-29 13:55:58.616,2020-09-29 15:55:58.616,11,0,0,15.85,51.519331,5.85785,-6.7,-9.4,-0.2,-24.7,4.4,-125.1,0,1,0,97,97,-12292,5433,15850,2961.5,35,WP,1,0,0,0,0,0,0,1601387758615,3990,3983,4017,4006,0,0,23,,,,,,,0,0,0,247.0,44.0,-1251.0,0.0,0.0,-1227.0,14,392.0,115.45,475.1,-67.0,-94.0,-2.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,1239.419796510786,913.5859404968764,39.014358592739995,-8.883943416722648,-6.455770976843703,0.0026574535845388554,0
51.519013,5.857164,39.3,0.0,11.93,59.34,39.7,39.7,11.93,59.34,41016,2020-09-29 13:55:59.623,2020-09-29 15:55:59.623,12,0,0,15.73,51.519331,5.85785,-6.8,-9.8,-0.2,-24.7,3.2,-125.2,0,1,0,96,97,-14032,5433,15730,2961.5,35,WP,1,0,0,0,0,0,0,1601387759623,3990,3983,4017,4006,0,0,23,,,,,,,0,0,0,247.0,32.0,-1252.0,0.0,0.0,-1228.0,14,393.0,119.3,593.36,-68.0,-98.0,-2.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,1229.7037856581517,906.7968020719047,39.11720474004312,-9.716885372317835,-6.789749502426943,0.10285540428951175,0
51.518951,5.857022,39.2,0.0,11.99,71.35,39.7,39.7,11.99,71.35,42010,2020-09-29 13:56:00.617,2020-09-29 15:56:00.617,11,0,0,15.768,51.519331,5.85785,-6.9,-9.8,0.0,-24.3,2.9,-124.8,0,1,0,96,97,-14032,5433,15768,2961.5,35,WP,1,0,0,0,0,0,0,1601387760617,3990,3983,4017,4006,0,0,23,,,,,,,0,0,0,243.0,29.0,-1248.0,0.0,0.0,-1229.0,14,392.0,119.85,713.48,-69.0,-98.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,1219.8489127986193,899.8963616381976,39.02007109839809,-9.85575987792142,-6.901061529244736,-0.09714238445963128,0
51.518886,5.856879,39.1,0.0,12.52,83.63,39.7,39.7,12.52,83.63,43011,2020-09-29 13:56:01.618,2020-09-29 15:56:01.619,10,0,0,15.696,51.519331,5.85785,-7.4,-10.1,-0.1,-24.1,5.7,-125.6,0,1,0,96,97,-14952,5433,15696,2961.5,35,WP,1,0,0,0,0,0,0,1601387761618,3990,3983,4017,4006,0,0,23,,,,,,,0,0,0,241.0,57.0,-1256.0,0.0,0.0,-1229.0,14,391.0,125.21,836.33,-74.0,-101.0,-1.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,1209.9246807339887,892.6621474621336,38.92297466969876,-9.925125325909919,-7.234865313942284,-0.09710516816446557,0
51.518819,5.856728,39.1,0.0,12.93,96.49,39.7,39.7,12.93,96.49,43995,2020-09-29 13:56:02.603,2020-09-29 15:56:02.603,11,0,0,15.584,51.519331,5.85785,-7.4,-10.6,-0.1,-24.0,5.3,-125.3,0,1,0,96,97,-13600,5433,15584,2961.5,35,WP,1,0,0,0,0,0,0,1601387762602,3990,3983,4017,4006,0,0,23,,,,,,,0,0,0,240.0,53.0,-1253.0,0.0,0.0,-1229.0,14,391.0,129.28,964.93,-74.0,-106.0,-1.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,1199.4451933626578,885.2053180075047,38.92598977009396,-10.480430610085742,-7.457500629685532,0.0030153717786628874,0
51.518751,5.856573,39.3,0.0,12.99,109.67,39.7,39.7,13.04,109.67,45012,2020-09-29 13:56:03.620,2020-09-29 15:56:03.620,11,0,0,15.567,51.519331,5.85785,-7.5,-10.6,-0.2,-24.2,6.1,-125.6,0,1,0,96,97,-13442,5433,15567,2961.5,35,WP,1,0,0,0,0,0,0,1601387763619,3917,3921,3968,3960,0,0,23,,,,,,,0,0,0,242.0,61.0,-1256.0,0.0,0.0,-1229.0,14,393.0,129.87,1096.72,-75.0,-106.0,-2.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,1188.6880887028817,877.637213954942,39.12904593026417,-10.758072886335903,-7.5687852432346086,0.20307443686952437,0
