lat,lon,alt,ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),time,satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid,uav_category,x,y,z,vel_x,vel_y,vel_z,track_id
51.517695,5.8557,39.8,0.0,4.75,271.95,40.7,40.7,14.57,802.21,1149895,2020-09-30 09:20:17.007,2020-09-30 11:20:17.007,18,0,0,14.565,51.519573,5.858208,3.6,3.1,0.0,-12.9,1.8,40.7,0,1,0,23,98,-12436,1254,14565,3171.5,23,GoHome,1,0,0,0,0,0,0,1601457617007,3641,3657,3653,3630,0,0,23,,,,,,,0,0,0,129.0,18.0,407.0,0.0,0.0,384.0,15,398.0,47.51,2719.47,36.0,31.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,34.70702740124749,55.629549078303874,39.79966303418002,3.655447801712448,4.311447065462996,-5.999421175177973e-05,0
51.517734,5.855753,39.8,0.0,6.26,266.25,40.7,40.7,14.57,802.21,1150904,2020-09-30 09:20:18.016,2020-09-30 11:20:18.016,18,0,0,14.512,51.519573,5.858208,4.9,3.9,-0.1,-12.8,2.6,41.0,0,1,0,23,98,-12436,1254,14512,3171.5,23,GoHome,1,0,0,0,0,0,0,1601457618016,3641,3657,3653,3630,0,0,23,,,,,,,0,0,0,128.0,26.0,410.0,0.0,0.0,396.0,15,398.0,62.63,2662.48,49.0,39.0,-1.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,38.38593952239913,59.96867132248008,39.799602654865424,3.655447801712448,4.311447065462996,-5.999421175177973e-05,0
51.517782,5.855817,40.0,0.0,7.47,259.25,40.7,40.7,14.57,802.21,1151901,2020-09-30 09:20:19.013,2020-09-30 11:20:19.013,17,0,0,14.499,51.519573,5.858208,5.8,4.7,0.0,-11.5,2.7,41.3,0,1,0,23,98,-12992,1254,14499,3171.5,23,GoHome,1,0,0,0,0,0,0,1601457619013,3641,3657,3653,3630,0,0,23,,,,,,,0,0,0,115.0,27.0,413.0,0.0,0.0,403.0,15,400.0,74.65,2592.53,58.0,47.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,42.828391557329255,65.30913449526116,39.99952195218684,4.414117812690468,5.30640138230805,0.1986442002003291,0
51.517837,5.855888,39.9,0.0,8.25,251.4,40.7,40.7,14.57,802.21,1152911,2020-09-30 09:20:20.023,2020-09-30 11:20:20.023,17,0,0,14.5,51.519573,5.858208,6.4,5.2,0.0,-10.3,4.2,41.2,0,1,0,23,98,-12482,1254,14500,3171.5,23,GoHome,1,0,0,0,0,0,0,1601457620023,3641,3657,3653,3630,0,0,23,,,,,,,0,0,0,103.0,42.0,412.0,0.0,0.0,408.0,15,399.0,82.46,2514.02,64.0,52.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,47.75672194617556,71.4284152427831,39.8994213981197,4.896897205683026,6.080251612421805,-0.09946210680356793,0
51.517897,5.855966,39.8,0.0,8.81,242.81,40.7,40.7,14.57,802.21,1153897,2020-09-30 09:20:21.010,2020-09-30 11:20:21.010,18,0,0,14.506,51.519573,5.858208,6.8,5.6,0.0,-10.2,4.2,40.9,0,1,0,23,98,-11280,1254,14506,3171.5,23,GoHome,1,0,0,0,0,0,0,1601457621009,3641,3657,3653,3630,0,0,23,,,,,,,0,0,0,102.0,42.0,409.0,0.0,0.0,410.0,15,398.0,88.09,2428.07,68.0,56.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,53.17093077424289,78.10400004577838,39.79930035339943,5.379676683436353,6.633007527675128,-0.0994824667660965,0
51.517974,5.856065,39.9,0.0,9.17,231.87,40.7,40.7,14.57,802.21,1155094,2020-09-30 09:20:22.206,2020-09-30 11:20:22.206,18,0,0,14.536,51.519573,5.858208,7.1,5.8,0.0,-9.9,5.5,40.2,0,1,0,23,98,-10662,1254,14536,3171.5,23,GoHome,1,0,0,0,0,0,0,1601457622206,3641,3657,3653,3630,0,0,23,,,,,,,0,0,0,99.0,55.0,402.0,0.0,0.0,410.0,15,399.0,91.68,2318.66,71.0,58.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,60.042791495752915,86.67101099312072,39.89912876961839,6.828031586754647,8.512370044029714,0.0991917046667064,0
51.518038,5.856151,39.9,0.0,9.51,222.57,40.7,40.7,14.57,802.21,1156093,2020-09-30 09:20:23.206,2020-09-30 11:20:23.206,18,0,0,14.554,51.519573,5.858208,7.3,6.1,0.0,-9.7,5.1,40.3,0,1,0,23,98,-10930,1200,14554,3171.5,23,GoHome,1,0,0,0,0,0,0,1601457623205,3641,3657,3653,3630,0,0,23,,,,,,,0,0,0,97.0,51.0,403.0,0.0,0.0,411.0,15,399.0,95.13,2225.65,73.0,61.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,66.01227131111348,93.79165295059097,39.8989691099504,5.931406119479625,7.075226081254682,-0.00015864134917279926,0
51.518104,5.856238,39.9,0.0,9.67,213.06,40.7,40.7,14.57,802.21,1157101,2020-09-30 09:20:24.214,2020-09-30 11:20:24.214,18,0,0,14.547,51.519573,5.858208,7.5,6.1,0.0,-9.6,5.9,39.7,0,1,0,22,98,-10520,1200,14547,3171.5,23,GoHome,1,0,0,0,0,0,0,1601457624213,3641,3657,3653,3630,0,0,23,,,,,,,0,0,0,96.0,59.0,397.0,0.0,0.0,411.0,15,399.0,96.67,2130.58,75.0,61.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,72.05114467475231,101.13482073620918,39.89879161440614,6.000357071596252,7.296332626488775,-0.00017636346716134714,0
51.518172,5.856329,40.0,0.0,9.79,203.18,40.7,40.7,14.57,802.21,1158106,2020-09-30 09:20:25.218,2020-09-30 11:20:25.218,18,0,0,14.552,51.519573,5.858208,7.5,6.3,0.0,-9.3,6.7,39.5,0,1,0,22,98,-10520,1200,14552,3171.5,23,GoHome,1,0,0,0,0,0,0,1601457625218,3645,3660,3657,3636,0,0,23,,,,,,,0,0,0,93.0,67.0,395.0,0.0,0.0,410.0,15,400.0,97.95,2031.84,75.0,63.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,78.36765171072751,108.70051951434218,39.998592764006865,6.2762199799240745,7.517444303151071,0.09916461195657304,0
51.51824,5.85642,39.9,0.0,9.86,193.33,40.7,40.7,14.57,802.21,1159099,2020-09-30 09:20:26.211,2020-09-30 11:20:26.211,18,0,0,14.527,51.519573,5.858208,7.5,6.4,0.0,-9.5,5.3,40.0,0,1,0,22,98,-11474,1200,14527,3171.5,23,GoHome,1,0,0,0,0,0,0,1601457626211,3645,3660,3657,3636,0,0,23,,,,,,,0,0,0,95.0,53.0,400.0,0.0,0.0,410.0,15,399.0,98.6,1933.35,75.0,64.0,0.0,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0,LSS,84.68413748164063,116.26622282536582,39.898378693836634,6.276198850491812,7.517448807130668,-0.0995748988942296,0
